Feature,Importance,Coefficient
Objective_Sales,3.1499361495061993,3.1499361495061993
Objective_Lead_Generation,3.00871141351559,3.00871141351559
AdPlatform_Instagram,2.315040882054281,2.315040882054281
TargetAgeGroup_35_44,1.6035054642086288,1.6035054642086288
Objective_Engagement,1.0842130586300915,1.0842130586300915
Objective_Traffic,1.0499702127548982,1.0499702127548982
AdFormat_Story_Ad,1.0258999926142245,-1.0258999926142245
CampaignDurationDays,0.7567722250464644,-0.7567722250464644
AdFormat_Image_Ad,0.7188084914050378,-0.7188084914050378
TargetInterests_photography,0.7012913580774314,0.7012913580774314
TargetInterests_travel,0.637793857161009,0.637793857161009
TargetInterests_health,0.6069609593699068,0.6069609593699068
AdFormat_Video_Ad,0.5844825977118377,0.5844825977118377
TargetInterests_finance,0.5144819571002286,0.5144819571002286
TargetAgeGroup_25_34,0.5099144347342988,0.5099144347342988
TargetInterests_finance_lifestyle,0.4192369130553484,0.4192369130553484
TargetInterests_technology,0.4157779928851495,0.4157779928851495
TargetInterests_travel_finance,0.4148938134715083,0.4148938134715083
TargetInterests_health_sports,0.40056034623535575,0.40056034623535575
TargetAgeGroup_All,0.3834698169126688,0.3834698169126688
TargetGender_Female,0.3741730429138549,0.3741730429138549
TargetInterests_finance_sports,0.3632573916924628,0.3632573916924628
TargetInterests_travel_technology,0.3458915017607669,0.3458915017607669
TargetInterests_health_food,0.34326026458815084,0.34326026458815084
TargetInterests_art_photography,0.33792908647607117,0.33792908647607117
TargetInterests_finance_news,0.3326948810019582,0.3326948810019582
TargetInterests_photography_finance,0.3284236016238812,0.3284236016238812
TargetInterests_health_fitness,0.3186463036815694,0.3186463036815694
TargetInterests_finance_photography,0.30706852588552974,0.30706852588552974
TargetInterests_gaming_health,0.30706174988582047,0.30706174988582047
TargetInterests_health_fashion,0.3054243288909635,0.3054243288909635
TargetInterests_fashion_technology,0.30361839437467214,0.30361839437467214
TargetInterests_technology_travel,0.2964138027477536,0.2964138027477536
TargetInterests_travel_art,0.29589018098982606,0.29589018098982606
TargetInterests_health_lifestyle,0.29579444254094356,0.29579444254094356
TargetInterests_travel_health,0.28773804106718326,0.28773804106718326
TargetInterests_fitness_finance,0.27889116919566825,0.27889116919566825
TargetInterests_sports_travel,0.2731342667198261,0.2731342667198261
TargetInterests_finance_technology,0.2713190973233309,0.2713190973233309
TargetInterests_finance_travel,0.26800996654266607,0.26800996654266607
TargetInterests_gaming_technology,0.2656828837934707,0.2656828837934707
TargetInterests_sports_technology,0.2611741785506667,0.2611741785506667
TargetInterests_photography_technology,0.25974849678830836,0.25974849678830836
TargetInterests_fitness_health,0.25936263019825323,0.25936263019825323
TargetInterests_technology_health,0.25645271640370826,0.25645271640370826
TargetInterests_gaming_photography,0.2399938726006996,0.2399938726006996
TargetInterests_gaming_travel,0.23809363485559307,0.23809363485559307
TargetInterests_news_health,0.22560407937435106,0.22560407937435106
TargetInterests_fashion_photography,0.22499666504835447,0.22499666504835447
TargetInterests_health_gaming,0.21578999988867648,0.21578999988867648
TargetInterests_food,0.2142594273793259,-0.2142594273793259
TargetInterests_travel_fashion,0.20042398592361005,0.20042398592361005
TargetInterests_fitness_technology,0.19663715501212325,0.19663715501212325
TargetInterests_lifestyle_technology,0.19451282415329996,0.19451282415329996
TargetInterests_health_finance,0.19359681969562964,0.19359681969562964
TargetInterests_gaming_news,0.19014699485602293,-0.19014699485602293
TargetInterests_art_finance,0.1861348879217723,0.1861348879217723
TargetInterests_health_art,0.18417889202955146,0.18417889202955146
TargetInterests_food_travel,0.1734331399206734,0.1734331399206734
TargetGender_Male,0.1683369159263326,-0.1683369159263326
TargetInterests_travel_gaming,0.16620116843184324,0.16620116843184324
TargetInterests_technology_news,0.1630033947171795,0.1630033947171795
TargetInterests_technology_lifestyle,0.16080715995397754,0.16080715995397754
TargetInterests_art_travel,0.16054984245254023,0.16054984245254023
TargetInterests_fitness_photography,0.15273691339937223,0.15273691339937223
TargetInterests_travel_photography,0.1523573451732777,0.1523573451732777
TargetInterests_sports_health,0.13687822450741738,0.13687822450741738
TargetInterests_news,0.13147874082643352,-0.13147874082643352
TargetInterests_sports_finance,0.12704484359862755,0.12704484359862755
TargetInterests_finance_health,0.12025468312870001,0.12025468312870001
TargetInterests_news_art,0.11878288072124951,-0.11878288072124951
TargetInterests_photography_fitness,0.11689617928209961,0.11689617928209961
MonthNum,0.1139729769999156,-0.1139729769999156
TargetInterests_gaming_food,0.10893637626239072,0.10893637626239072
TargetInterests_gaming,0.10327300788433391,-0.10327300788433391
Objective_Reach,0.1022744265320642,0.1022744265320642
TargetInterests_technology_fashion,0.10034896603117993,0.10034896603117993
TargetInterests_sports_food,0.10013154806052166,-0.10013154806052166
TargetInterests_lifestyle_fitness,0.09813938600792604,-0.09813938600792604
TargetInterests_fashion,0.09802554212305054,-0.09802554212305054
TargetInterests_food_fashion,0.09305845007734664,-0.09305845007734664
TargetInterests_art_technology,0.09143572664702598,0.09143572664702598
TargetInterests_fitness_gaming,0.08825827361661376,-0.08825827361661376
TargetInterests_fitness_lifestyle,0.0877504472863076,-0.0877504472863076
TargetInterests_sports_photography,0.0865005646156839,0.0865005646156839
TargetInterests_news_sports,0.07891992744878508,-0.07891992744878508
TargetInterests_fashion_news,0.078229655935521,-0.078229655935521
TargetInterests_fitness,0.0662423331675589,-0.0662423331675589
TargetInterests_lifestyle_news,0.0651525683716902,-0.0651525683716902
TargetInterests_fashion_gaming,0.06147194157370328,-0.06147194157370328
TargetInterests_sports_gaming,0.05449639277216539,-0.05449639277216539
TargetInterests_gaming_art,0.05237980875494691,0.05237980875494691
TargetInterests_news_travel,0.05026968115297992,0.05026968115297992
TargetInterests_food_gaming,0.046260326186678025,-0.046260326186678025
TargetInterests_lifestyle_gaming,0.045429377022891515,0.045429377022891515
TargetInterests_sports_lifestyle,0.04097821130111934,0.04097821130111934
TargetInterests_news_fashion,0.03546761070613973,-0.03546761070613973
Year,0.030992506332267855,-0.030992506332267855
TargetInterests_gaming_sports,0.030834520071626903,0.030834520071626903
TargetInterests_sports,0.02496539521876981,-0.02496539521876981
TargetInterests_art_fashion,0.02349968046923226,-0.02349968046923226
TargetInterests_lifestyle,0.02322722815450251,-0.02322722815450251
TargetInterests_fashion_lifestyle,0.0183033834759202,0.0183033834759202
TargetInterests_fitness_art,0.006615542142781761,0.006615542142781761
TargetInterests_art_news,0.005373218106882127,0.005373218106882127
TargetInterests_fitness_sports,0.0032338782060523097,0.0032338782060523097
